match_id,commence_time,fighter_1,fighter_2,data_source,win_prob_fighter1,win_prob_fighter2,implied_prob_fighter1,implied_prob_fighter2,total_margin
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Unibet (SE),"1,3","3,5","76,92","28,57","105,49"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,LeoVegas (SE),"1,3","3,5","76,92","28,57","105,49"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Unibet (NL),"1,3","3,5","76,92","28,57","105,49"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,1xBet,"1,29","3,83","77,52","26,11","103,63"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Pinnacle,"1,31","3,65","76,34","27,4","103,74"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Betsson,"1,31","3,3","76,34","30,3","106,64"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Nordic Bet,"1,31","3,3","76,34","30,3","106,64"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,Coolbet,"1,33","3,47","75,19","28,82","104,01"
9cf76c6ecde4824965ca04da644dfefa,2026-06-15 01:00:00,Bo Nickal,Kyle Daukaus,BetAnything,"1,32","3,4","75,76","29,41","105,17"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,BetOnline.ag,"1,17","5,5","85,47","18,18","103,65"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,Unibet (SE),"1,17","5,2","85,47","19,23","104,7"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,LeoVegas (SE),"1,17","5,2","85,47","19,23","104,7"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,Unibet (NL),"1,17","5,2","85,47","19,23","104,7"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,1xBet,"1,17","5,45","85,47","18,35","103,82"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,Pinnacle,"1,16","5,67","86,21","17,64","103,85"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,Coolbet,"1,16","5,55","86,21","18,02","104,23"
54eb45b661945af7aa7da285a12e835c,2026-06-15 01:30:00,Mauricio Ruffy,Michael Chandler,BetAnything,"1,17","4,7","85,47","21,28","106,75"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,BetOnline.ag,"4,45","1,24","22,47","80,65","103,12"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,Unibet (SE),"4,1","1,24","24,39","80,65","105,04"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,Unibet (NL),"4,1","1,24","24,39","80,65","105,04"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,LeoVegas (SE),"4,1","1,24","24,39","80,65","105,04"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,1xBet,"4,25","1,25","23,53","80,0","103,53"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,Pinnacle,"4,07","1,26","24,57","79,37","103,94"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,Marathon Bet,"4,1","1,22","24,39","81,97","106,36"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,888sport,"3,75","1,22","26,67","81,97","108,64"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,Coolbet,"4,07","1,26","24,57","79,37","103,94"
20d0d02349fe04d63631b1e3f1879fa3,2026-06-15 02:00:00,Sean O'Malley,Aiemann Zahabi,BetAnything,"3,65","1,25","27,4","80,0","107,4"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,Unibet (NL),"1,89","1,89","52,91","52,91","105,82"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,LeoVegas (SE),"1,89","1,89","52,91","52,91","105,82"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,Unibet (SE),"1,89","1,89","52,91","52,91","105,82"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,BetOnline.ag,"1,91","1,91","52,36","52,36","104,72"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,1xBet,"1,95","1,91","51,28","52,36","103,64"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,Pinnacle,"1,98","1,88","50,51","53,19","103,7"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,Marathon Bet,"1,9","1,86","52,63","53,76","106,39"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,Coolbet,"1,94","1,91","51,55","52,36","103,91"
1e972b73d422aa4cadb9185ca87c3c93,2026-06-15 02:30:00,Alex Pereira,Ciryl Gane,BetAnything,"1,8","1,95","55,56","51,28","106,84"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,BetOnline.ag,"1,12","6,5","89,29","15,38","104,67"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,Pinnacle,"1,17","5,5","85,47","18,18","103,65"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,1xBet,"1,19","5,14","84,03","19,46","103,49"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,Marathon Bet,"1,16","4,95","86,21","20,2","106,41"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,888sport,"1,12","5,5","89,29","18,18","107,47"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,Coolbet,"1,17","5,35","85,47","18,69","104,16"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,BetAnything,"1,12","5,5","89,29","18,18","107,47"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,Unibet (SE),"1,13","6,25","88,5","16,0","104,5"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,Unibet (NL),"1,13","6,25","88,5","16,0","104,5"
e34a17d5cf2a82a5161a54631e06770c,2026-06-15 03:00:00,Ilia Topuria,Justin Gaethje,LeoVegas (SE),"1,13","6,25","88,5","16,0","104,5"
891965c02d665af81f9308428b8f33e7,2026-06-27 14:00:00,Valentina Shevchenko,Natalia Silva,BetOnline.ag,"3,1","1,4","32,26","71,43","103,69"
ee37a39c1d8a992a65c6ff399fa48c63,2026-06-28 02:00:00,Alexandre Pantoja,Joshua Van,BetOnline.ag,"1,56","2,55","64,1","39,22","103,32"
1ca0b61248b7eb5feef12a04661003e0,2026-06-28 02:00:00,Tom Aspinall,Ciryl Gane,BetOnline.ag,"2,75","1,49","36,36","67,11","103,47"
702055a9e35d07bddba5fd446eef719c,2026-06-28 02:00:00,Islam Makhachev,Michael Morales,BetOnline.ag,"1,32","3,65","75,76","27,4","103,16"
ee6203b3168fb34a63a60ad51dd01050,2026-06-28 02:00:00,Weili Zhang,Mackenzie Dern,BetOnline.ag,"4,5","1,22","22,22","81,97","104,19"
05b3dc3515568962c8e7351c06ff69c0,2026-06-28 02:00:00,Merab Dvalishvili,Petr Yan,BetOnline.ag,"2,5","1,57","40,0","63,69","103,69"
f09d8755975042bcd105a5ab258253ff,2026-08-02 03:10:00,Ilia Topuria,Arman Tsarukyan,BetOnline.ag,"2,65","1,53","37,74","65,36","103,1"
944dd8a4945ba0df2c4370de73387c5d,2026-12-31 17:00:00,Conor McGregor,Jorge Masvidal,BetOnline.ag,"1,69","2,25","59,17","44,44","103,61"
fa2d7e022c2c47e0855f04084d08f163,2026-12-31 20:00:00,Tom Aspinall,Ciryl Gane,1xBet,"2,35","1,64","42,55","60,98","103,53"
fcee675894f8285afc8daf0808198b74,2027-07-02 02:00:00,Islam Makhachev,Kamaru Usman,BetOnline.ag,"1,3","3,7","76,92","27,03","103,95"
